Timestamp,gender,What is your age group?,"How often do you plan and book leisure travel (vacations, weekend trips, etc.)?",How much do you spend on a typical trip?,What type of trips do you most enjoy? (Select up to 3),"How often do you use Social media platforms (Instagram, Facebook, TikTok) such as Facebook, Twitter, TikTok, Instagram, Youtube?","Which Social media platforms (Instagram, Facebook, TikTok) Platform do you use the most?","Have you ever come across a sponsored travel post or ad while browsing Social media platforms (Instagram, Facebook, TikTok)?",If Yes: Which platform do you recall seeing sponsored travel content on most often?,"When you see sponsored travel content, how likely are you to take the following actions?",Sponsored travel content helps me discover destinations or experiences I might not have considered otherwise?,Which sources do you typically use FIRST when starting to research a new travel destination?,Which type of travel content do you find most helpful when making booking decisions?,"When researching travel destinations or accommodations, how often do you notice that some content is labeled as 'sponsored,' 'ad,' or 'promoted'?","How much do you agree with this statement: 'I trust user-generated content (reviews, photos from other travelers) more than professionally produced travel content.'",How long does your typical travel planning process take from initial research to final booking?,On which device do you most often research and book travel?,"How often do you seek opinions from friends, family, or online communities before making a travel booking decision?",Which new travel content features would you find most helpful when planning a trip?,"Think about a recent travel booking you made. Describe how different types of content (photos, reviews, ads, recommendations) influenced your final decision. What made certain content more convincing or trustworthy to you?","Based on your experience with travel content and booking websites, what changes would make you more likely to trust and engage with travel recommendations or promotions? What frustrates you most about current travel content?",Name,Email
2025-04-19,Male,35-44,Less than once per year,$500-1000,"Beach holidays, Adventure / outdoor activities, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Look up separately,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Sometimes notice,Disagree,1-3 months,Tablet,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_14,user3_14@example.com
2025-01-16,Female,25-34,Less than once per year,$1000-2500,"Luxury travel, City breaks, Beach holidays",Once a day,Youtube,Yes,Youtube,Look up separately,Disagree,Friends and family recommendations,Price comparisons and deals,Never notice,Disagree,1-3 weeks,Tablet,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_15,user3_15@example.com
2025-02-13,Female,35-44,I don't plan leisure travel,$500-1000,"City breaks, Beach holidays, Wellness / relaxation retreats",Several times a week,Youtube,Yes,Youtube,Save the post,Disagree,Travel blogs and websites,Price comparisons and deals,Sometimes notice,Agree,Same day (within 24 hours),Tablet,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_16,user3_16@example.com
2025-04-07,Female,25-34,More than 4 times per year,$500-1000,"Luxury travel, Beach holidays, Adventure / outdoor activities",Several times a week,Youtube,Yes,Youtube,Click link,Disagree,Friends and family recommendations,Video content showing experiences,Sometimes notice,Neutral,Same day (within 24 hours),Tablet,Never,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_17,user3_17@example.com
2025-05-12,Male,35-44,More than 4 times per year,$1000-2500,"City breaks, Budget travel, Visiting friends or family",Weekly,Youtube,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Never notice,Neutral,Same day (within 24 hours),Tablet,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_18,user3_18@example.com
2025-03-05,Female,25-34,Less than once per year,$1000-2500,"Adventure / outdoor activities, Beach holidays, Cultural / historical experiences",Several times a week,Instagram,Yes,Instagram,Share,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Never notice,Agree,More than 3 months,Laptop,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_19,user3_19@example.com
2025-03-03,Male,35-44,More than 4 times per year,$500-1000,"Wellness / relaxation retreats, Beach holidays, Luxury travel",Several times a week,Instagram,Yes,Instagram,Share,Strongly Disagree,"Search engines (Google, Bing)",Video content showing experiences,Always notice,Disagree,1-3 weeks,Smartphone,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_20,user3_20@example.com
2025-03-27,Male,35-44,I don't plan leisure travel,$1000-2500,"Wellness / relaxation retreats, City breaks, Beach holidays",Several times a week,Youtube,Yes,Youtube,Share,Agree,"Search engines (Google, Bing)",Video content showing experiences,Never notice,Agree,Same day (within 24 hours),Smartphone,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_21,user3_21@example.com
2025-04-22,Female,35-44,I don't plan leisure travel,$1000-2500,"Beach holidays, Visiting friends or family, Adventure / outdoor activities",Once a day,Youtube,Yes,Youtube,Click link,Neutral,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Tablet,Always,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_22,user3_22@example.com
2025-05-19,Male,35-44,I don't plan leisure travel,$1000-2500,"Beach holidays, City breaks, Luxury travel",Weekly,Instagram,Yes,Instagram,Ignore,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 months,Laptop,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_23,user3_23@example.com
2025-03-29,Male,25-34,Less than once per year,$500-1000,"Beach holidays, Luxury travel, City breaks",Several times a week,Youtube,Yes,Youtube,Click link,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Never notice,Disagree,2-7 days,Smartphone,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_24,user3_24@example.com
2025-05-06,Male,45-60,Less than once per year,$1000-2500,"City breaks, Visiting friends or family, Cultural / historical experiences",Weekly,Instagram,Yes,Instagram,Ignore,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Never notice,Disagree,More than 3 months,Tablet,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_25,user3_25@example.com
2025-05-03,Male,45-60,I don't plan leisure travel,$1000-2500,"Visiting friends or family, Wellness / relaxation retreats, City breaks",Several times a week,Instagram,Yes,Instagram,Ignore,Neutral,"Search engines (Google, Bing)",Price comparisons and deals,Sometimes notice,Agree,Same day (within 24 hours),Tablet,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_26,user3_26@example.com
2025-04-13,Male,25-34,More than 4 times per year,$500-1000,"Cultural / historical experiences, Adventure / outdoor activities, Wellness / relaxation retreats",Weekly,Instagram,Yes,Instagram,Share,Strongly Agree,Travel blogs and websites,Price comparisons and deals,Never notice,Neutral,1-3 months,Tablet,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_27,user3_27@example.com
2025-04-24,Female,25-34,Less than once per year,$0-500,"Budget travel, Adventure / outdoor activities, Wellness / relaxation retreats",Several times a week,Twitter/X,Yes,Twitter/X,Ignore,Strongly Disagree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Neutral,Same day (within 24 hours),Smartphone,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_28,user3_28@example.com
2025-05-06,Male,35-44,2-4 times per year,$1000-2500,"City breaks, Budget travel, Beach holidays",Several times a week,Youtube,Yes,Youtube,Ignore,Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Rarely notice,Disagree,Same day (within 24 hours),Laptop,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_29,user3_29@example.com
2025-05-22,Female,45-60,Once per year,$1000-2500,"Visiting friends or family, Beach holidays, Wellness / relaxation retreats",Several times a week,Youtube,Yes,Youtube,Ignore,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Sometimes notice,Neutral,More than 3 months,Laptop,Often,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_30,user3_30@example.com
2025-02-17,Female,35-44,I don't plan leisure travel,$500-1000,"City breaks, Visiting friends or family, Adventure / outdoor activities",Once a day,Instagram,Yes,Instagram,Click link,Agree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Always notice,Neutral,2-7 days,Tablet,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_31,user3_31@example.com
2025-06-08,Male,45-60,I don't plan leisure travel,$0-500,"Visiting friends or family, Wellness / relaxation retreats, Luxury travel",Weekly,Twitter/X,Yes,Twitter/X,Ignore,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Never notice,Disagree,1-3 weeks,Tablet,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_32,user3_32@example.com
2025-01-20,Male,45-60,I don't plan leisure travel,$1000-2500,"Beach holidays, Budget travel, City breaks",Weekly,Youtube,Yes,Youtube,Share,Agree,Friends and family recommendations,Video content showing experiences,Never notice,Neutral,1-3 months,Tablet,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_33,user3_33@example.com
2025-02-22,Male,35-44,Once per year,$500-1000,"Beach holidays, Wellness / relaxation retreats, City breaks",Weekly,Youtube,Yes,Youtube,Ignore,Strongly Disagree,Friends and family recommendations,Price comparisons and deals,Always notice,Neutral,Same day (within 24 hours),Laptop,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_34,user3_34@example.com
2025-02-26,Female,35-44,Once per year,$500-1000,"Visiting friends or family, Cultural / historical experiences, Budget travel",Weekly,Youtube,Yes,Youtube,Ignore,Strongly Agree,Travel blogs and websites,High-quality photos of destinations/hotels,Rarely notice,Agree,2-7 days,Tablet,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_35,user3_35@example.com
2025-01-27,Male,35-44,Less than once per year,$0-500,"Wellness / relaxation retreats, City breaks, Beach holidays",Weekly,Instagram,Yes,Instagram,Ignore,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Rarely notice,Disagree,1-3 weeks,Tablet,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_36,user3_36@example.com
2025-03-09,Female,35-44,I don't plan leisure travel,$0-500,"Luxury travel, Adventure / outdoor activities, Cultural / historical experiences",Once a day,Youtube,Yes,Youtube,Click link,Neutral,Travel blogs and websites,Video content showing experiences,Rarely notice,Disagree,1-3 months,Laptop,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_37,user3_37@example.com
2025-01-03,Male,25-34,2-4 times per year,$500-1000,"Visiting friends or family, Budget travel, City breaks",Several times a week,Instagram,Yes,Instagram,Ignore,Strongly Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Never notice,Neutral,1-3 weeks,Tablet,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_38,user3_38@example.com
2025-02-24,Female,25-34,Less than once per year,$500-1000,"Budget travel, Luxury travel, City breaks",Once a day,Youtube,Yes,Youtube,Click link,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Always notice,Disagree,More than 3 months,Tablet,Always,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_39,user3_39@example.com
2025-04-13,Male,35-44,More than 4 times per year,$1000-2500,"City breaks, Wellness / relaxation retreats, Beach holidays",Several times a week,Youtube,Yes,Youtube,Share,Neutral,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Rarely notice,Neutral,More than 3 months,Smartphone,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_40,user3_40@example.com
2025-05-19,Male,25-34,Less than once per year,$1000-2500,"Wellness / relaxation retreats, Beach holidays, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Click link,Strongly Agree,Travel blogs and websites,Price comparisons and deals,Always notice,Neutral,2-7 days,Tablet,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_41,user3_41@example.com
2025-02-18,Female,45-60,I don't plan leisure travel,$500-1000,"City breaks, Beach holidays, Wellness / relaxation retreats",Weekly,Youtube,Yes,Youtube,Ignore,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Sometimes notice,Disagree,More than 3 months,Tablet,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_42,user3_42@example.com
2025-03-22,Female,45-60,I don't plan leisure travel,$500-1000,"Wellness / relaxation retreats, Luxury travel, Adventure / outdoor activities",Several times a week,Youtube,Yes,Youtube,Ignore,Disagree,"Search engines (Google, Bing)",Price comparisons and deals,Sometimes notice,Neutral,1-3 weeks,Smartphone,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_43,user3_43@example.com
2025-01-11,Male,35-44,2-4 times per year,$1000-2500,"Budget travel, Luxury travel, City breaks",Several times a week,Youtube,Yes,Youtube,Save the post,Strongly Agree,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Rarely notice,Neutral,1-3 months,Tablet,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_44,user3_44@example.com
2025-06-18,Female,45-60,More than 4 times per year,$1000-2500,"Wellness / relaxation retreats, Visiting friends or family, Adventure / outdoor activities",Several times a week,Twitter/X,Yes,Twitter/X,Ignore,Neutral,Friends and family recommendations,High-quality photos of destinations/hotels,Sometimes notice,Agree,1-3 weeks,Tablet,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_45,user3_45@example.com
2025-01-25,Female,25-34,Once per year,$0-500,"Budget travel, Cultural / historical experiences, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Share,Neutral,Friends and family recommendations,Video content showing experiences,Always notice,Neutral,1-3 weeks,Tablet,Often,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_46,user3_46@example.com
2025-03-06,Female,35-44,Less than once per year,$0-500,"Beach holidays, Luxury travel, Wellness / relaxation retreats",Once a day,Twitter/X,Yes,Twitter/X,Save the post,Strongly Disagree,Travel blogs and websites,Video content showing experiences,Never notice,Agree,1-3 months,Tablet,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_47,user3_47@example.com
2025-02-22,Female,45-60,2-4 times per year,$500-1000,"Wellness / relaxation retreats, Luxury travel, Beach holidays",Weekly,Instagram,Yes,Instagram,Ignore,Agree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Always notice,Neutral,1-3 months,Tablet,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_48,user3_48@example.com
2025-01-10,Male,35-44,2-4 times per year,$1000-2500,"Visiting friends or family, Budget travel, Beach holidays",Weekly,Instagram,Yes,Instagram,Click link,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Rarely notice,Neutral,1-3 months,Tablet,Rarely,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_49,user3_49@example.com
2025-06-25,Male,35-44,Less than once per year,$0-500,"City breaks, Beach holidays, Luxury travel",Several times a week,Twitter/X,Yes,Twitter/X,Ignore,Agree,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Sometimes notice,Neutral,1-3 months,Smartphone,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_50,user3_50@example.com
2025-06-03,Male,25-34,I don't plan leisure travel,$0-500,"City breaks, Cultural / historical experiences, Wellness / relaxation retreats",Weekly,Instagram,Yes,Instagram,Ignore,Strongly Disagree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Neutral,2-7 days,Tablet,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_51,user3_51@example.com
2025-04-05,Female,25-34,Less than once per year,$500-1000,"Adventure / outdoor activities, City breaks, Budget travel",Several times a week,Youtube,Yes,Youtube,Ignore,Strongly Agree,"Search engines (Google, Bing)",Video content showing experiences,Always notice,Neutral,Same day (within 24 hours),Tablet,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_52,user3_52@example.com
2025-02-15,Female,35-44,I don't plan leisure travel,$1000-2500,"Visiting friends or family, Wellness / relaxation retreats, Adventure / outdoor activities",Several times a week,Twitter/X,Yes,Twitter/X,Ignore,Strongly Agree,Friends and family recommendations,Video content showing experiences,Sometimes notice,Neutral,2-7 days,Tablet,Always,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_53,user3_53@example.com
2025-01-02,Male,25-34,2-4 times per year,$500-1000,"Beach holidays, Adventure / outdoor activities, City breaks",Several times a week,Youtube,Yes,Youtube,Ignore,Neutral,Travel blogs and websites,Video content showing experiences,Rarely notice,Disagree,2-7 days,Tablet,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_54,user3_54@example.com
2025-06-02,Male,35-44,Once per year,$0-500,"City breaks, Visiting friends or family, Beach holidays",Several times a week,Youtube,Yes,Youtube,Ignore,Strongly Agree,Friends and family recommendations,Price comparisons and deals,Never notice,Neutral,1-3 weeks,Tablet,Rarely,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_55,user3_55@example.com
2025-02-19,Female,35-44,I don't plan leisure travel,$500-1000,"Visiting friends or family, Beach holidays, Budget travel",Several times a week,Youtube,Yes,Youtube,Ignore,Neutral,Travel blogs and websites,Video content showing experiences,Never notice,Agree,More than 3 months,Smartphone,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_56,user3_56@example.com
2025-02-02,Non-Binary,45-60,Less than once per year,$500-1000,"City breaks, Adventure / outdoor activities, Wellness / relaxation retreats",Once a day,Youtube,Yes,Youtube,Ignore,Strongly Agree,Travel blogs and websites,High-quality photos of destinations/hotels,Rarely notice,Neutral,Same day (within 24 hours),Tablet,Rarely,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_57,user3_57@example.com
2025-03-20,Female,45-60,Once per year,$500-1000,"Luxury travel, City breaks, Adventure / outdoor activities",Several times a week,Twitter/X,Yes,Twitter/X,Share,Disagree,Travel blogs and websites,Price comparisons and deals,Sometimes notice,Agree,2-7 days,Laptop,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_58,user3_58@example.com
2025-06-01,Male,35-44,Once per year,$500-1000,"Beach holidays, Visiting friends or family, Cultural / historical experiences",Once a day,Youtube,Yes,Youtube,Click link,Disagree,Travel blogs and websites,Price comparisons and deals,Always notice,Neutral,1-3 weeks,Smartphone,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_59,user3_59@example.com
2025-04-16,Male,45-60,More than 4 times per year,$500-1000,"Cultural / historical experiences, City breaks, Luxury travel",Several times a week,Youtube,Yes,Youtube,Save the post,Disagree,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Sometimes notice,Disagree,More than 3 months,Tablet,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_60,user3_60@example.com
2025-05-06,Male,35-44,Less than once per year,$500-1000,"Budget travel, City breaks, Luxury travel",Several times a week,Instagram,Yes,Instagram,Click link,Strongly Disagree,Friends and family recommendations,Price comparisons and deals,Sometimes notice,Disagree,Same day (within 24 hours),Tablet,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_61,user3_61@example.com
2025-04-21,Female,45-60,More than 4 times per year,$1000-2500,"City breaks, Cultural / historical experiences, Budget travel",Weekly,Twitter/X,Yes,Twitter/X,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Sometimes notice,Agree,1-3 months,Tablet,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_62,user3_62@example.com
2025-06-13,Male,25-34,Less than once per year,$500-1000,"Luxury travel, Wellness / relaxation retreats, Beach holidays",Weekly,Youtube,Yes,Youtube,Click link,Neutral,Travel blogs and websites,Video content showing experiences,Sometimes notice,Neutral,1-3 months,Laptop,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_63,user3_63@example.com
2025-05-25,Female,25-34,Less than once per year,$500-1000,"Adventure / outdoor activities, City breaks, Luxury travel",Weekly,Instagram,Yes,Instagram,Share,Disagree,Travel blogs and websites,Video content showing experiences,Rarely notice,Neutral,1-3 weeks,Laptop,Often,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_64,user3_64@example.com
2025-06-29,Male,35-44,2-4 times per year,$1000-2500,"Visiting friends or family, Budget travel, Beach holidays",Weekly,Youtube,Yes,Youtube,Save the post,Neutral,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Never notice,Neutral,More than 3 months,Laptop,Often,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_65,user3_65@example.com
2025-02-19,Female,35-44,Less than once per year,$500-1000,"Visiting friends or family, Adventure / outdoor activities, Beach holidays",Once a day,Instagram,Yes,Instagram,Save the post,Disagree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Agree,1-3 months,Tablet,Never,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_66,user3_66@example.com
2025-02-08,Female,45-60,Less than once per year,$1000-2500,"Budget travel, Visiting friends or family, Wellness / relaxation retreats",Several times a week,Instagram,Yes,Instagram,Share,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Rarely notice,Disagree,More than 3 months,Laptop,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_67,user3_67@example.com
2025-02-10,Female,35-44,Less than once per year,$1000-2500,"Budget travel, City breaks, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Click link,Strongly Disagree,"Search engines (Google, Bing)",Video content showing experiences,Rarely notice,Neutral,1-3 weeks,Tablet,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_68,user3_68@example.com
2025-06-27,Male,25-34,Less than once per year,$500-1000,"Wellness / relaxation retreats, Adventure / outdoor activities, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Ignore,Neutral,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Never notice,Neutral,2-7 days,Tablet,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_69,user3_69@example.com
2025-05-19,Male,35-44,Less than once per year,$1000-2500,"Wellness / relaxation retreats, Luxury travel, Cultural / historical experiences",Weekly,Youtube,Yes,Youtube,Look up separately,Agree,Travel blogs and websites,High-quality photos of destinations/hotels,Never notice,Neutral,2-7 days,Tablet,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_70,user3_70@example.com
2025-04-04,Male,35-44,More than 4 times per year,$0-500,"City breaks, Wellness / relaxation retreats, Budget travel",Several times a week,Youtube,Yes,Youtube,Ignore,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Always notice,Neutral,Same day (within 24 hours),Tablet,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_71,user3_71@example.com
2025-04-13,Female,25-34,I don't plan leisure travel,$500-1000,"Visiting friends or family, Adventure / outdoor activities, Budget travel",Several times a week,Instagram,Yes,Instagram,Share,Neutral,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Never notice,Neutral,2-7 days,Tablet,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_72,user3_72@example.com
2025-03-26,Female,35-44,2-4 times per year,$500-1000,"Wellness / relaxation retreats, Beach holidays, Cultural / historical experiences",Weekly,Twitter/X,Yes,Twitter/X,Click link,Neutral,Friends and family recommendations,Video content showing experiences,Sometimes notice,Agree,1-3 months,Tablet,Rarely,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_73,user3_73@example.com
2025-05-22,Female,35-44,I don't plan leisure travel,$1000-2500,"Beach holidays, City breaks, Budget travel",Several times a week,Instagram,Yes,Instagram,Click link,Strongly Disagree,Travel blogs and websites,Video content showing experiences,Sometimes notice,Neutral,2-7 days,Tablet,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_74,user3_74@example.com
2025-04-03,Female,35-44,More than 4 times per year,$500-1000,"Visiting friends or family, City breaks, Cultural / historical experiences",Weekly,Instagram,Yes,Instagram,Look up separately,Neutral,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Never notice,Agree,Same day (within 24 hours),Smartphone,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_75,user3_75@example.com
2025-03-12,Female,35-44,I don't plan leisure travel,$1000-2500,"Luxury travel, City breaks, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Look up separately,Disagree,Friends and family recommendations,Price comparisons and deals,Sometimes notice,Neutral,2-7 days,Tablet,Rarely,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_76,user3_76@example.com
2025-05-16,Male,25-34,I don't plan leisure travel,$1000-2500,"Budget travel, Cultural / historical experiences, Beach holidays",Weekly,Twitter/X,Yes,Twitter/X,Look up separately,Neutral,Friends and family recommendations,Video content showing experiences,Sometimes notice,Neutral,Same day (within 24 hours),Laptop,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_77,user3_77@example.com
2025-01-18,Female,25-34,More than 4 times per year,$1000-2500,"Budget travel, Beach holidays, Luxury travel",Once a day,Instagram,Yes,Instagram,Ignore,Disagree,Travel blogs and websites,Price comparisons and deals,Sometimes notice,Agree,1-3 weeks,Smartphone,Sometimes,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_78,user3_78@example.com
2025-03-23,Male,35-44,I don't plan leisure travel,$500-1000,"Adventure / outdoor activities, Wellness / relaxation retreats, Cultural / historical experiences",Several times a week,Instagram,Yes,Instagram,Share,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Always notice,Agree,1-3 weeks,Smartphone,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_79,user3_79@example.com
2025-01-24,Male,25-34,More than 4 times per year,$1000-2500,"Adventure / outdoor activities, Budget travel, Luxury travel",Several times a week,Youtube,Yes,Youtube,Ignore,Neutral,"Social media platforms (Instagram, Facebook, TikTok)",Video content showing experiences,Always notice,Neutral,1-3 months,Smartphone,Always,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_80,user3_80@example.com
